artist,album,track_n,line,lyric,track_title
Taylor Swift,Folklore,2,46,And you'd be standin' in my front porch light,​cardigan
Taylor Swift,Folklore,2,47,And I knew you'd come back to me,​cardigan
Taylor Swift,Folklore,2,48,You'd come back to me,​cardigan
Taylor Swift,Folklore,2,49,And you'd come back to me,​cardigan
Taylor Swift,Folklore,2,50,And you'd come back,​cardigan
Taylor Swift,Folklore,2,51,And when I felt like I was an old cardigan,​cardigan
Taylor Swift,Folklore,2,52,Under someone's bed,​cardigan
Taylor Swift,Folklore,2,53,You put me on and said I was your favorite,​cardigan
Taylor Swift,Folklore,3,1,"Rebekah rode up on the afternoon train, it was sunny",​the last great american dynasty
Taylor Swift,Folklore,3,2,Her saltbox house on the coast took her mind off St. Louis,​the last great american dynasty
Taylor Swift,Folklore,3,3,Bill was the heir to the Standard Oil name and money,​the last great american dynasty
Taylor Swift,Folklore,3,4,"And the town said, ""How did a middle-class divorcée do it?""",​the last great american dynasty
Taylor Swift,Folklore,3,5,"The wedding was charming, if a little gauche",​the last great american dynasty
Taylor Swift,Folklore,3,6,There's only so far new money goes,​the last great american dynasty
Taylor Swift,Folklore,3,7,"They picked out a home and called it ""Holiday House""",​the last great american dynasty
Taylor Swift,Folklore,3,8,"Their parties were tasteful, if a little loud",​the last great american dynasty
Taylor Swift,Folklore,3,9,The doctor had told him to settle down,​the last great american dynasty
Taylor Swift,Folklore,3,10,It must have been her fault his heart gave out,​the last great american dynasty
Taylor Swift,Folklore,3,11,"And they said""There goes the last great American dynasty",​the last great american dynasty
Taylor Swift,Folklore,3,12,"Who knows, if she never showed up, what could've been",​the last great american dynasty
Taylor Swift,Folklore,3,13,There goes the maddest woman this town has ever seen,​the last great american dynasty
Taylor Swift,Folklore,3,14,"She had a marvelous time ruining everything""",​the last great american dynasty
Taylor Swift,Folklore,3,15,Rebekah gave up on the Rhode Island set forever,​the last great american dynasty
Taylor Swift,Folklore,3,16,Flew in all her Bitch Pack friends from the city,​the last great american dynasty
Taylor Swift,Folklore,3,17,Filled the pool with champagne and swam with the big names,​the last great american dynasty
Taylor Swift,Folklore,3,18,And blew through the money on the boys and the ballet,​the last great american dynasty
Taylor Swift,Folklore,3,19,And losing on card game bets with Dalí,​the last great american dynasty
Taylor Swift,Folklore,3,20,And they said,​the last great american dynasty
Taylor Swift,Folklore,3,21,"""There goes the last great American dynasty",​the last great american dynasty
Taylor Swift,Folklore,3,22,"Who knows, if she never showed up, what could've been",​the last great american dynasty
Taylor Swift,Folklore,3,23,There goes the most shameless woman this town has ever seen,​the last great american dynasty
Taylor Swift,Folklore,3,24,"She had a marvelous time ruining everything""",​the last great american dynasty
Taylor Swift,Folklore,3,25,They say she was seen on occasion,​the last great american dynasty
Taylor Swift,Folklore,3,26,"Pacing the rocks, staring out at the midnight sea",​the last great american dynasty
Taylor Swift,Folklore,3,27,And in a feud with her neighbor,​the last great american dynasty
Taylor Swift,Folklore,3,28,She stole his dog and dyed it key lime green,​the last great american dynasty
Taylor Swift,Folklore,3,29,Fifty years is a long time,​the last great american dynasty
Taylor Swift,Folklore,3,30,Holiday House sat quietly on that beach,​the last great american dynasty
Taylor Swift,Folklore,3,31,"Free of women with madness, their men and bad habits",​the last great american dynasty
Taylor Swift,Folklore,3,32,And then it was bought by me,​the last great american dynasty
Taylor Swift,Folklore,3,33,"Who knows, if I never showed up, what could've been",​the last great american dynasty
Taylor Swift,Folklore,3,34,There goes the loudest woman this town has ever seen,​the last great american dynasty
Taylor Swift,Folklore,3,35,I had a marvelous time ruining everything,​the last great american dynasty
Taylor Swift,Folklore,3,36,I had a marvelous time ruining everything,​the last great american dynasty
Taylor Swift,Folklore,3,37,A marvelous time ruining everything,​the last great american dynasty
Taylor Swift,Folklore,3,38,A marvelous time,​the last great american dynasty
Taylor Swift,Folklore,3,39,I had a marvelous time,​the last great american dynasty
Taylor Swift,Folklore,4,1,"I can see you standing, honey",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,2,With his arms around your body,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,3,"Laughin', but the joke's not funny at all",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,4,And it took you five whole minutes,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,5,To pack us up and leave me with it,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,6,Holdin' all this love out here in the hall,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,7,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,8,And I didn't like the ending,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,9,You're not my homeland anymore,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,10,So what am I defending now?,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,11,"You were my town, now I'm in exile, seein' you out",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,12,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,13,"Ooh, ooh, ooh",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,14,"I can see you starin', honey",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,15,Like he's just your understudy,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,16,Like you'd get your knuckles bloody for me,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,17,"Second, third, and hundredth chances",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,18,Balancin' on breaking branches,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,19,Those eyes add insult to injury,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,20,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,21,And I didn't like the ending,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,22,I'm not your problem anymore,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,23,So who am I offending now?,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,24,"You were my crown, now I'm in exile, seein' you out",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,25,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,26,So I'm leaving out the side door,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,27,"So step right out, there is no amount",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,28,Of crying I can do for you,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,29,All this time,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,30,We always walked a very thin line,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,31,You didn't even hear me out (You didn't even hear me out),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,32,You never gave a warning sign (I gave so many signs),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,33,All this time,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,34,I never learned to read your mind (Never learned to read my mind),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,35,I couldn't turn things around (You never turned things around),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,36,'Cause you never gave a warning sign (I gave so many signs),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,37,"So many signs, so many signs",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,38,You didn't even see the signs,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,39,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,40,And I didn't like the ending,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,41,You're not my homeland anymore,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,42,So what am I defending now?,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,43,"You were my town, now I'm in exile, seein' you out",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,44,I think I've seen this film before,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,45,So I'm leavin' out the side door,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,46,"So step right out, there is no amount",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,47,Of crying I can do for you,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,48,All this time,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,49,We always walked a very thin line,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,50,You didn't even hear me out (Didn't even hear me out),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,51,You never gave a warning sign (I gave so many signs),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,52,All this time,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,53,I never learned to read your mind (Never learned to read my mind),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,54,I couldn't turn things around (You never turned things around),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,55,'Cause you never gave a warning sign (I gave so many signs),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,56,You never gave a warning sign (All this time),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,57,(So many times) I never learned to read your mind,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,58,(So many signs) I couldn't turn things around (I couldn't turn things around),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,59,'Cause you never gave a warning sign (You never gave a warning sign),​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,60,You never gave a warning sign,​exile (Ft. Bon Iver)
Taylor Swift,Folklore,4,61,"Ah, ah",​exile (Ft. Bon Iver)
Taylor Swift,Folklore,5,1,"We gather here, we line up, weepin' in a sunlit room",​my tears ricochet
Taylor Swift,Folklore,5,2,"And if I'm on fire, you'll be made of ashes, too",​my tears ricochet
Taylor Swift,Folklore,5,3,"Even on my worst day, did I deserve, babe",​my tears ricochet
Taylor Swift,Folklore,5,4,"All the hell you gave me?'Cause I loved you, I swear I loved you",​my tears ricochet
Taylor Swift,Folklore,5,5,'Til my dying day,​my tears ricochet
Taylor Swift,Folklore,5,6,I didn't have it in myself to go with grace,​my tears ricochet
Taylor Swift,Folklore,5,7,"And you're the hero flying around, saving face",​my tears ricochet
Taylor Swift,Folklore,5,8,"And if I'm dead to you, why are you at the wake?",​my tears ricochet
Taylor Swift,Folklore,5,9,"Cursing my name, wishing I stayed",​my tears ricochet
Taylor Swift,Folklore,5,10,Look at how my tears ricochet,​my tears ricochet
Taylor Swift,Folklore,5,11,"We gather stones, never knowing what they'll mean",​my tears ricochet
Taylor Swift,Folklore,5,12,"Some to throw, some to make a diamond ring",​my tears ricochet
Taylor Swift,Folklore,5,13,You know I didn't want to have to haunt you,​my tears ricochet
Taylor Swift,Folklore,5,14,But what a ghostly scene,​my tears ricochet
Taylor Swift,Folklore,5,15,You wear the same jewels that I gave you,​my tears ricochet
Taylor Swift,Folklore,5,16,As you bury me,​my tears ricochet
Taylor Swift,Folklore,5,17,"I didn't have it in myself to go with grace'Cause when I'd fight, you used to tell me I was brave",​my tears ricochet
Taylor Swift,Folklore,5,18,"And if I'm dead to you, why are you at the wake?",​my tears ricochet
Taylor Swift,Folklore,5,19,"Cursing my name, wishing I stayed",​my tears ricochet
Taylor Swift,Folklore,5,20,Look at how my tears ricochet,​my tears ricochet
Taylor Swift,Folklore,5,21,And I can go anywhere I want,​my tears ricochet
Taylor Swift,Folklore,5,22,"Anywhere I want, just not home",​my tears ricochet
Taylor Swift,Folklore,5,23,"And you can aim for my heart, go for blood",​my tears ricochet
Taylor Swift,Folklore,5,24,But you would still miss me in your bones,​my tears ricochet
Taylor Swift,Folklore,5,25,And I still talk to you (When I'm screaming at the sky),​my tears ricochet
Taylor Swift,Folklore,5,26,And when you can't sleep at night (You hear my stolen lullabies),​my tears ricochet
Taylor Swift,Folklore,5,27,I didn't have it in myself to go with grace,​my tears ricochet
Taylor Swift,Folklore,5,28,And so the battleships will sink beneath the waves,​my tears ricochet
Taylor Swift,Folklore,5,29,"You had to kill me, but it killed you just the same",​my tears ricochet
Taylor Swift,Folklore,5,30,"Cursing my name, wishing I stayed",​my tears ricochet
Taylor Swift,Folklore,5,31,You turned into your worst fears,​my tears ricochet
Taylor Swift,Folklore,5,32,"And you're tossing out blame, drunk on this pain",​my tears ricochet
Taylor Swift,Folklore,5,33,Crossing out the good years,​my tears ricochet
Taylor Swift,Folklore,5,34,"And you're cursing my name, wishing I stayed",​my tears ricochet
Taylor Swift,Folklore,5,35,Look at how my tears ricochet,​my tears ricochet
Taylor Swift,Folklore,6,1,I want you to know,​mirrorball
Taylor Swift,Folklore,6,2,I'm a mirrorball,​mirrorball
Taylor Swift,Folklore,6,3,I'll show you every version of yourself tonight,​mirrorball
Taylor Swift,Folklore,6,4,I'll get you out on the floor,​mirrorball
Taylor Swift,Folklore,6,5,Shimmering beautiful,​mirrorball
Taylor Swift,Folklore,6,6,"And when I break, it's in a million pieces",​mirrorball
Taylor Swift,Folklore,6,7,"Hush, when no one is around, my dear",​mirrorball
Taylor Swift,Folklore,6,8,You'll find me on my tallest tiptoes,​mirrorball
Taylor Swift,Folklore,6,9,"Spinning in my highest heels, love",​mirrorball
Taylor Swift,Folklore,6,10,Shining just for you,​mirrorball
Taylor Swift,Folklore,6,11,"Hush, I know they said the end is near",​mirrorball
Taylor Swift,Folklore,6,12,But I'm still on my tallest tiptoes,​mirrorball
Taylor Swift,Folklore,6,13,"Spinning in my highest heels, love",​mirrorball
Taylor Swift,Folklore,6,14,Shining just for you,​mirrorball
Taylor Swift,Folklore,6,15,I want you to know,​mirrorball
Taylor Swift,Folklore,6,16,I'm a mirrorball,​mirrorball
Taylor Swift,Folklore,6,17,I can change everything about me to fit in,​mirrorball
Taylor Swift,Folklore,6,18,You are not like the regulars,​mirrorball
Taylor Swift,Folklore,6,19,The masquerade revelers,​mirrorball
Taylor Swift,Folklore,6,20,Drunk as they watch my shattered edges glisten,​mirrorball
Taylor Swift,Folklore,6,21,"Hush, when no one is around, my dear",​mirrorball
Taylor Swift,Folklore,6,22,You'll find me on my tallest tiptoes,​mirrorball
Taylor Swift,Folklore,6,23,"Spinning in my highest heels, love",​mirrorball
Taylor Swift,Folklore,6,24,Shining just for you,​mirrorball
Taylor Swift,Folklore,6,25,"Hush, I know they said the end is near",​mirrorball
Taylor Swift,Folklore,6,26,But I'm still on my tallest tiptoes,​mirrorball
Taylor Swift,Folklore,6,27,"Spinning in my highest heels, love",​mirrorball
Taylor Swift,Folklore,6,28,Shining just for you,​mirrorball
Taylor Swift,Folklore,6,29,"And they called off the circus, burned the disco down",​mirrorball
Taylor Swift,Folklore,6,30,When they sent home the horses and the rodeo clowns,​mirrorball
Taylor Swift,Folklore,6,31,I'm still on that tightrope,​mirrorball
Taylor Swift,Folklore,6,32,I'm still trying everything to get you laughing at me,​mirrorball
Taylor Swift,Folklore,6,33,"And I'm still a believer, but I don't know why",​mirrorball
Taylor Swift,Folklore,6,34,"I've never been a natural, all I do is try, try, try",​mirrorball
Taylor Swift,Folklore,6,35,I'm still on that trapeze,​mirrorball
Taylor Swift,Folklore,6,36,I'm still trying everything to keep you looking at me,​mirrorball
Taylor Swift,Folklore,6,37,Because I'm a mirrorball,​mirrorball
Taylor Swift,Folklore,6,38,I'm a mirrorball,​mirrorball
Taylor Swift,Folklore,6,39,And I'll show you every version of yourself tonight,​mirrorball
Taylor Swift,Folklore,7,1,Please picture me in the trees,​seven
Taylor Swift,Folklore,7,2,I hit my peak at seven,​seven
Taylor Swift,Folklore,7,3,Feet in the swing over the creek,​seven
Taylor Swift,Folklore,7,4,I was too scared to jump in,​seven
Taylor Swift,Folklore,7,5,"But I, I was high in the sky",​seven
Taylor Swift,Folklore,7,6,With Pennsylvania under me,​seven
Taylor Swift,Folklore,7,7,Are there still beautiful things?,​seven
Taylor Swift,Folklore,7,8,Sweet tea in the summer,​seven
Taylor Swift,Folklore,7,9,"Cross your heart, won't tell no other",​seven
Taylor Swift,Folklore,7,10,And though I can't recall your face,​seven
Taylor Swift,Folklore,7,11,I still got love for you,​seven
Taylor Swift,Folklore,7,12,Your braids like a pattern,​seven
Taylor Swift,Folklore,7,13,Love you to the Moon and to Saturn,​seven
Taylor Swift,Folklore,7,14,Passed down like folk songs,​seven
Taylor Swift,Folklore,7,15,The love lasts so long,​seven
Taylor Swift,Folklore,7,16,And I've been meaning to tell you,​seven
Taylor Swift,Folklore,7,17,I think your house is haunted,​seven
Taylor Swift,Folklore,7,18,Your dad is always mad and that must be why,​seven
Taylor Swift,Folklore,7,19,And I think you should come live with me,​seven
Taylor Swift,Folklore,7,20,And we can be pirates,​seven
Taylor Swift,Folklore,7,21,Then you won't have to cry,​seven
Taylor Swift,Folklore,7,22,Or hide in the closet,​seven
Taylor Swift,Folklore,7,23,And just like a folk song,​seven
Taylor Swift,Folklore,7,24,Our love will be passed on,​seven
Taylor Swift,Folklore,7,25,Please picture me in the weeds,​seven
Taylor Swift,Folklore,7,26,Before I learned civility,​seven
Taylor Swift,Folklore,7,27,I used to scream ferociously,​seven
Taylor Swift,Folklore,7,28,Any time I wanted,​seven
Taylor Swift,Folklore,7,29,"I, I",​seven
Taylor Swift,Folklore,7,30,Sweet tea in the summer,​seven
Taylor Swift,Folklore,7,31,"Cross my heart, won't tell no other",​seven
Taylor Swift,Folklore,7,32,And though I can't recall your face,​seven
Taylor Swift,Folklore,7,33,I still got love for you,​seven
Taylor Swift,Folklore,7,34,Pack your dolls and a sweater,​seven
Taylor Swift,Folklore,7,35,We'll move to India forever,​seven
Taylor Swift,Folklore,7,36,Passed down like folk songs,​seven
Taylor Swift,Folklore,7,37,Our love lasts so long,​seven
Taylor Swift,Folklore,8,1,"Salt air, and the rust on your door",​august
Taylor Swift,Folklore,8,2,I never needed anything more,​august
Taylor Swift,Folklore,8,3,"Whispers of ""Are you sure?""",​august
Taylor Swift,Folklore,8,4,"""Never have I ever before""",​august
Taylor Swift,Folklore,8,5,But I can see us lost in the memory,​august
Taylor Swift,Folklore,8,6,August slipped away into a moment in time'Cause it was never mine,​august
Taylor Swift,Folklore,8,7,And I can see us twisted in bedsheets,​august
Taylor Swift,Folklore,8,8,August sipped away like a bottle of wine'Cause you were never mine,​august
Taylor Swift,Folklore,8,9,Your back beneath the sun,​august
Taylor Swift,Folklore,8,10,Wishin' I could write my name on it,​august
Taylor Swift,Folklore,8,11,Will you call when you're back at school?,​august
Taylor Swift,Folklore,8,12,I remember thinkin' I had you,​august
Taylor Swift,Folklore,8,13,But I can see us lost in the memory,​august
Taylor Swift,Folklore,8,14,August slipped away into a moment in time'Cause it was never mine,​august
Taylor Swift,Folklore,8,15,And I can see us twisted in bedsheets,​august
Taylor Swift,Folklore,8,16,August sipped away like a bottle of wine'Cause you were never mine,​august
Taylor Swift,Folklore,8,17,Back when we were still changin' for the better,​august
Taylor Swift,Folklore,8,18,Wanting was enough,​august
Taylor Swift,Folklore,8,19,"For me, it was enough",​august
Taylor Swift,Folklore,8,20,To live for the hope of it all,​august
Taylor Swift,Folklore,8,21,Cancel plans just in case you'd call,​august
Taylor Swift,Folklore,8,22,"And say, ""Meet me behind the mall""So much for summer love and saying ""us""",​august
Taylor Swift,Folklore,8,23,'Cause you weren't mine to lose,​august
Taylor Swift,Folklore,8,24,"You weren't mine to lose, no",​august
Taylor Swift,Folklore,8,25,But I can see us lost in the memory,​august
Taylor Swift,Folklore,8,26,August slipped away into a moment in time'Cause it was never mine,​august
Taylor Swift,Folklore,8,27,And I can see us twisted in bedsheets,​august
Taylor Swift,Folklore,8,28,August sipped away like a bottle of wine'Cause you were never mine,​august
Taylor Swift,Folklore,8,29,'Cause you were never mine,​august
Taylor Swift,Folklore,8,30,Never mine,​august
Taylor Swift,Folklore,8,31,But do you remember?,​august
Taylor Swift,Folklore,8,32,"Remember when I pulled up and said ""Get in the car""",​august
Taylor Swift,Folklore,8,33,And then canceled my plans just in case you'd call?,​august
Taylor Swift,Folklore,8,34,"Back when I was livin' for the hope of it all, for the hope of it all",​august
Taylor Swift,Folklore,8,35,"""Meet me behind the mall""",​august
Taylor Swift,Folklore,8,36,"(Remember when I pulled up and said ""Get in the car"")",​august
Taylor Swift,Folklore,8,37,(And then canceled my plans just in case you'd call?),​august
Taylor Swift,Folklore,8,38,"(Back when I was livin' for the hope of it all, for the hope of it all)",​august
Taylor Swift,Folklore,8,39,"(""Meet me behind the mall"")",​august
Taylor Swift,Folklore,8,40,"Remember when I pulled up and said ""Get in the car""",​august
Taylor Swift,Folklore,8,41,And then canceled my plans just in case you'd call?,​august
Taylor Swift,Folklore,8,42,Back when I was livin' for the hope of it all (For the hope of it all),​august
Taylor Swift,Folklore,8,43,"For the hope of it all, for the hope of it all",​august
Taylor Swift,Folklore,8,44,"(For the hope of it all, for the hope of it all)",​august
Taylor Swift,Folklore,9,1,I've been having a hard time adjusting,​this is me trying
Taylor Swift,Folklore,9,2,"I had the shiniest wheels, now they're rusting",​this is me trying
Taylor Swift,Folklore,9,3,I didn't know if you'd care if I came back,​this is me trying
Taylor Swift,Folklore,9,4,I have a lot of regrets about that,​this is me trying
Taylor Swift,Folklore,9,5,Pulled the car off the road to the lookout,​this is me trying
Taylor Swift,Folklore,9,6,Could've followed my fears all the way down,​this is me trying
Taylor Swift,Folklore,9,7,And maybe I don't quite know what to say,​this is me trying
Taylor Swift,Folklore,9,8,But I'm here in your doorway,​this is me trying
Taylor Swift,Folklore,9,9,I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,10,I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,11,They told me all of my cages were mental,​this is me trying
Taylor Swift,Folklore,9,12,So I got wasted like all my potential,​this is me trying
Taylor Swift,Folklore,9,13,And my words shoot to kill when I'm mad,​this is me trying
Taylor Swift,Folklore,9,14,I have a lot of regrets about that,​this is me trying
Taylor Swift,Folklore,9,15,"I was so ahead of the curve, the curve became a sphere",​this is me trying
Taylor Swift,Folklore,9,16,Fell behind all my classmates and I ended up here,​this is me trying
Taylor Swift,Folklore,9,17,Pouring out my heart to a stranger,​this is me trying
Taylor Swift,Folklore,9,18,But I didn't pour the whiskey,​this is me trying
Taylor Swift,Folklore,9,19,I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,20,I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,21,At least I'm trying,​this is me trying
Taylor Swift,Folklore,9,22,And it's hard to be at a party when I feel like an open wound,​this is me trying
Taylor Swift,Folklore,9,23,It's hard to be anywhere these days when all I want is you,​this is me trying
Taylor Swift,Folklore,9,24,You're a flashback in a film reel on the one screen in my town,​this is me trying
Taylor Swift,Folklore,9,25,And I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,26,(And maybe I don't quite know what to say),​this is me trying
Taylor Swift,Folklore,9,27,I just wanted you to know that this is me trying,​this is me trying
Taylor Swift,Folklore,9,28,At least I'm trying,​this is me trying
Taylor Swift,Folklore,10,1,Make sure nobody sees you leave,​illicit affairs
Taylor Swift,Folklore,10,2,"Hood over your head, keep your eyes down",​illicit affairs
Taylor Swift,Folklore,10,3,Tell your friends you're out for a run,​illicit affairs
Taylor Swift,Folklore,10,4,You'll be flushed when you return,​illicit affairs
Taylor Swift,Folklore,10,5,Take the road less traveled by,​illicit affairs
Taylor Swift,Folklore,10,6,Tell yourself you can always stop,​illicit affairs
Taylor Swift,Folklore,10,7,What started in beautiful rooms,​illicit affairs
Taylor Swift,Folklore,10,8,Ends with meetings in parking lots,​illicit affairs
Taylor Swift,Folklore,10,9,And that's the thing about illicit affairs,​illicit affairs
Taylor Swift,Folklore,10,10,And clandestine meetings and longing stares,​illicit affairs
Taylor Swift,Folklore,10,11,It's born from just one single glance,​illicit affairs
Taylor Swift,Folklore,10,12,But it dies and it dies and it dies,​illicit affairs
Taylor Swift,Folklore,10,13,A million little times,​illicit affairs
Taylor Swift,Folklore,10,14,Leave the perfume on the shelf,​illicit affairs
Taylor Swift,Folklore,10,15,That you picked out just for him,​illicit affairs
Taylor Swift,Folklore,10,16,So you leave no trace behind,​illicit affairs
Taylor Swift,Folklore,10,17,Like you don't even exist,​illicit affairs
Taylor Swift,Folklore,10,18,Take the words for what they are,​illicit affairs
Taylor Swift,Folklore,10,19,"A dwindling, mercurial high",​illicit affairs
Taylor Swift,Folklore,10,20,A drug that only worked,​illicit affairs
Taylor Swift,Folklore,10,21,The first few hundred times,​illicit affairs
Taylor Swift,Folklore,10,22,And that's the thing about illicit affairs,​illicit affairs
Taylor Swift,Folklore,10,23,And clandestine meetings and stolen stares,​illicit affairs
Taylor Swift,Folklore,10,24,They show their truth one single time,​illicit affairs
Taylor Swift,Folklore,10,25,But they lie and they lie and they lie,​illicit affairs
Taylor Swift,Folklore,10,26,A million little times,​illicit affairs
Taylor Swift,Folklore,10,27,And you wanna scream,​illicit affairs
Taylor Swift,Folklore,10,28,"Don't call me ""kid,"" don't call me ""baby""Look at this godforsaken mess that you made me",​illicit affairs
Taylor Swift,Folklore,10,29,You showed me colors you know I can't see with anyone else,​illicit affairs
Taylor Swift,Folklore,10,30,"Don't call me ""kid,"" don't call me ""baby""",​illicit affairs
Taylor Swift,Folklore,10,31,Look at this idiotic fool that you made me,​illicit affairs
Taylor Swift,Folklore,10,32,You taught me a secret language I can't speak with anyone else,​illicit affairs
Taylor Swift,Folklore,10,33,And you know damn well,​illicit affairs
Taylor Swift,Folklore,10,34,"For you, I would ruin myself",​illicit affairs
Taylor Swift,Folklore,10,35,A million little times,​illicit affairs
Taylor Swift,Folklore,11,1,Green was the color of the grass,​invisible string
Taylor Swift,Folklore,11,2,Where I used to read at Centennial Park,​invisible string
Taylor Swift,Folklore,11,3,I used to think I would meet somebody there,​invisible string
Taylor Swift,Folklore,11,4,Teal was the color of your shirt,​invisible string
Taylor Swift,Folklore,11,5,When you were sixteen at the yogurt shop,​invisible string
Taylor Swift,Folklore,11,6,You used to work at to make a little money,​invisible string
Taylor Swift,Folklore,11,7,"Time, curious time",​invisible string
Taylor Swift,Folklore,11,8,"Gave me no compasses, gave me no signs",​invisible string
Taylor Swift,Folklore,11,9,Were there clues I didn't see?,​invisible string
Taylor Swift,Folklore,11,10,And isn't it just so pretty to think,​invisible string
Taylor Swift,Folklore,11,11,All along there was some,​invisible string
Taylor Swift,Folklore,11,12,Invisible string,​invisible string
Taylor Swift,Folklore,11,13,Tying you to me?,​invisible string
Taylor Swift,Folklore,11,14,Ooh-ooh-ooh-ooh,​invisible string
Taylor Swift,Folklore,11,15,Bad was the blood of the song in the cab,​invisible string
Taylor Swift,Folklore,11,16,On your first trip to LA,​invisible string
Taylor Swift,Folklore,11,17,You ate at my favorite spot for dinner,​invisible string
Taylor Swift,Folklore,11,18,Bold was the waitress on our three-year trip,​invisible string
Taylor Swift,Folklore,11,19,Getting lunch down by the Lakes,​invisible string
Taylor Swift,Folklore,11,20,She said I looked like an American singer,​invisible string
Taylor Swift,Folklore,11,21,"Time, mystical time",​invisible string
Taylor Swift,Folklore,11,22,"Cutting me open, then healing me fine",​invisible string
Taylor Swift,Folklore,11,23,Were there clues I didn't see?,​invisible string
Taylor Swift,Folklore,11,24,And isn't it just so pretty to think,​invisible string
Taylor Swift,Folklore,11,25,All along there was some,​invisible string
Taylor Swift,Folklore,11,26,Invisible string,​invisible string
Taylor Swift,Folklore,11,27,Tying you to me?,​invisible string
Taylor Swift,Folklore,11,28,Ooh-ooh-ooh-ooh,​invisible string
Taylor Swift,Folklore,11,29,A string that pulled me,​invisible string
Taylor Swift,Folklore,11,30,"Out of all the wrong arms, right into that dive bar",​invisible string
Taylor Swift,Folklore,11,31,Something wrapped all of my past mistakes in barbed wire,​invisible string
Taylor Swift,Folklore,11,32,Chains around my demons,​invisible string
Taylor Swift,Folklore,11,33,Wool to brave the seasons,​invisible string
Taylor Swift,Folklore,11,34,One single thread of gold,​invisible string
