artist,album,track_n,line,lyric,track_title
Taylor Swift,Fearless,2,23,When the night ends,Fifteen
Taylor Swift,Fearless,2,24,'Cause when you're fifteen and somebody tells you they love you,Fifteen
Taylor Swift,Fearless,2,25,You're gonna believe them,Fifteen
Taylor Swift,Fearless,2,26,And when you're fifteen and your first kiss,Fifteen
Taylor Swift,Fearless,2,27,Makes your head spin 'round,Fifteen
Taylor Swift,Fearless,2,28,But in your life you'll do things greater than,Fifteen
Taylor Swift,Fearless,2,29,Dating the boy on the football team,Fifteen
Taylor Swift,Fearless,2,30,But I didn't know it at fifteen,Fifteen
Taylor Swift,Fearless,2,31,When all you wanted was to be wanted,Fifteen
Taylor Swift,Fearless,2,32,Wish you could go back and tell yourself what you know now,Fifteen
Taylor Swift,Fearless,2,33,Back then I swore I was gonna marry him someday,Fifteen
Taylor Swift,Fearless,2,34,But I realized some bigger dreams of mine,Fifteen
Taylor Swift,Fearless,2,35,And Abigail gave everything she had to a boy,Fifteen
Taylor Swift,Fearless,2,36,Who changed his mind and we both cried,Fifteen
Taylor Swift,Fearless,2,37,'Cause when you're fifteen and somebody tells you they love you,Fifteen
Taylor Swift,Fearless,2,38,You're gonna believe them,Fifteen
Taylor Swift,Fearless,2,39,"And when you're fifteen, don't forget to look before you fall",Fifteen
Taylor Swift,Fearless,2,40,I've found time can heal most anything,Fifteen
Taylor Swift,Fearless,2,41,And you just might find who you're supposed to be,Fifteen
Taylor Swift,Fearless,2,42,I didn't know who I was supposed to be at fifteen,Fifteen
Taylor Swift,Fearless,2,43,La la la la la la la la la la,Fifteen
Taylor Swift,Fearless,2,44,La la la la la la la la la la,Fifteen
Taylor Swift,Fearless,2,45,La la la la la la,Fifteen
Taylor Swift,Fearless,2,46,Your very first day,Fifteen
Taylor Swift,Fearless,2,47,"Take a deep breath, girl",Fifteen
Taylor Swift,Fearless,2,48,"Take a deep breath, as you walk through the doors",Fifteen
Taylor Swift,Fearless,3,1,We were both young when I first saw you,Love Story
Taylor Swift,Fearless,3,2,"I close my eyes, and the flashback starts",Love Story
Taylor Swift,Fearless,3,3,I'm standing there,Love Story
Taylor Swift,Fearless,3,4,On a balcony in summer air,Love Story
Taylor Swift,Fearless,3,5,"See the lights, see the party, the ball gowns",Love Story
Taylor Swift,Fearless,3,6,See you make your way through the crowd,Love Story
Taylor Swift,Fearless,3,7,"And say, ""Hello""",Love Story
Taylor Swift,Fearless,3,8,Little did I know,Love Story
Taylor Swift,Fearless,3,9,"That you were Romeo, you were throwing pebbles",Love Story
Taylor Swift,Fearless,3,10,"And my daddy said, ""Stay away from Juliet""",Love Story
Taylor Swift,Fearless,3,11,And I was crying on the staircase,Love Story
Taylor Swift,Fearless,3,12,"Begging you, ""Please don't go"", and I said",Love Story
Taylor Swift,Fearless,3,13,"Romeo, take me somewhere we can be alone",Love Story
Taylor Swift,Fearless,3,14,"I'll be waiting, all there's left to do is run",Love Story
Taylor Swift,Fearless,3,15,You'll be the prince and I'll be the princess,Love Story
Taylor Swift,Fearless,3,16,"It's a love story, baby, just say ""Yes""",Love Story
Taylor Swift,Fearless,3,17,So I sneak out to the garden to see you,Love Story
Taylor Swift,Fearless,3,18,"We keep quiet, 'cause we're dead if they knew",Love Story
Taylor Swift,Fearless,3,19,So close your eyes,Love Story
Taylor Swift,Fearless,3,20,Escape this town for a little while,Love Story
Taylor Swift,Fearless,3,21,"'Cause you were Romeo, I was a scarlet letter",Love Story
Taylor Swift,Fearless,3,22,"And my daddy said, ""Stay away from Juliet""",Love Story
Taylor Swift,Fearless,3,23,But you were everything to me,Love Story
Taylor Swift,Fearless,3,24,"I was begging you, ""Please don't go"", and I said",Love Story
Taylor Swift,Fearless,3,25,"Romeo, take me somewhere we can be alone",Love Story
Taylor Swift,Fearless,3,26,"I'll be waiting, all there's left to do is run",Love Story
Taylor Swift,Fearless,3,27,You'll be the prince and I'll be the princess,Love Story
Taylor Swift,Fearless,3,28,"It's a love story baby just say ""Yes""Romeo, save me, they're trying to tell me how to feel",Love Story
Taylor Swift,Fearless,3,29,"This love is difficult, but it's real",Love Story
Taylor Swift,Fearless,3,30,"Don't be afraid, we'll make it out of this mess",Love Story
Taylor Swift,Fearless,3,31,"It's a love story, baby, just say ""Yes""",Love Story
Taylor Swift,Fearless,3,32,"Oh, oh",Love Story
Taylor Swift,Fearless,3,33,I got tired of waiting,Love Story
Taylor Swift,Fearless,3,34,Wondering if you were ever coming around,Love Story
Taylor Swift,Fearless,3,35,My faith in you was fading,Love Story
Taylor Swift,Fearless,3,36,When I met you on the outskirts of town,Love Story
Taylor Swift,Fearless,3,37,"And I said, ""Romeo, save me, I've been feeling so alone",Love Story
Taylor Swift,Fearless,3,38,I keep waiting for you but you never come,Love Story
Taylor Swift,Fearless,3,39,"Is this in my head? I don't know what to think""",Love Story
Taylor Swift,Fearless,3,40,"He knelt to the ground and pulled out a ring, and said",Love Story
Taylor Swift,Fearless,3,41,"""Marry me, Juliet, you'll never have to be alone",Love Story
Taylor Swift,Fearless,3,42,"I love you, and that's all I really know",Love Story
Taylor Swift,Fearless,3,43,"I talked to your dad, go pick out a white dress",Love Story
Taylor Swift,Fearless,3,44,"It's a love story, baby, just say ""Yes""",Love Story
Taylor Swift,Fearless,3,45,"Oh, oh",Love Story
Taylor Swift,Fearless,3,46,"Oh, oh'Cause we were both young when I first saw you",Love Story
Taylor Swift,Fearless,4,1,"Hey Stephen, I know looks can be deceiving",Hey Stephen
Taylor Swift,Fearless,4,2,But I know I saw a light in you,Hey Stephen
Taylor Swift,Fearless,4,3,And as we walked we were talking,Hey Stephen
Taylor Swift,Fearless,4,4,I didn't say half the things I wanted to,Hey Stephen
Taylor Swift,Fearless,4,5,Of all the girls tossing rocks at your window,Hey Stephen
Taylor Swift,Fearless,4,6,I'll be the one waiting there even when it's cold,Hey Stephen
Taylor Swift,Fearless,4,7,"Hey Stephen, boy, you might have me believing",Hey Stephen
Taylor Swift,Fearless,4,8,I don't always have to be alone,Hey Stephen
Taylor Swift,Fearless,4,9,'Cause I can't help it if you look like an angel,Hey Stephen
Taylor Swift,Fearless,4,10,Can't help it if I wanna kiss you in the rain so,Hey Stephen
Taylor Swift,Fearless,4,11,Come feel this magic I've been feeling since I met you,Hey Stephen
Taylor Swift,Fearless,4,12,Can't help it if there's no one else,Hey Stephen
Taylor Swift,Fearless,4,13,"Mmm, I can't help myself",Hey Stephen
Taylor Swift,Fearless,4,14,"Hey Stephen, I've been holding back this feeling",Hey Stephen
Taylor Swift,Fearless,4,15,So I got some things to say to you,Hey Stephen
Taylor Swift,Fearless,4,16,"I've seen it all, so I thought",Hey Stephen
Taylor Swift,Fearless,4,17,But I never seen nobody shine the way you do,Hey Stephen
Taylor Swift,Fearless,4,18,"The way you walk, way you talk, way you say my name",Hey Stephen
Taylor Swift,Fearless,4,19,"It's beautiful, wonderful, don't you ever change",Hey Stephen
Taylor Swift,Fearless,4,20,"Hey Stephen, why are people always leaving?",Hey Stephen
Taylor Swift,Fearless,4,21,I think you and I should stay the same,Hey Stephen
Taylor Swift,Fearless,4,22,'Cause I can't help it if you look like an angel,Hey Stephen
Taylor Swift,Fearless,4,23,Can't help it if I wanna kiss you in the rain so,Hey Stephen
Taylor Swift,Fearless,4,24,Come feel this magic I've been feeling since I met you,Hey Stephen
Taylor Swift,Fearless,4,25,Can't help it if there's no one else,Hey Stephen
Taylor Swift,Fearless,4,26,"Mmm, I can't help myself",Hey Stephen
Taylor Swift,Fearless,4,27,"They're dimming the street lights, you're perfect for me",Hey Stephen
Taylor Swift,Fearless,4,28,Why aren't you here tonight?,Hey Stephen
Taylor Swift,Fearless,4,29,"I'm waiting alone now, so come on and come out",Hey Stephen
Taylor Swift,Fearless,4,30,"And pull me near and shine, shine, shine",Hey Stephen
Taylor Swift,Fearless,4,31,"Hey Stephen, I could give you fifty reasons",Hey Stephen
Taylor Swift,Fearless,4,32,Why I should be the one you choose,Hey Stephen
Taylor Swift,Fearless,4,33,"All those other girls, well, they're beautiful",Hey Stephen
Taylor Swift,Fearless,4,34,But would they write a song for you?,Hey Stephen
Taylor Swift,Fearless,4,35,I can't help it if you look like an angel,Hey Stephen
Taylor Swift,Fearless,4,36,Can't help it if I wanna kiss you in the rain so,Hey Stephen
Taylor Swift,Fearless,4,37,Come feel this magic I've been feeling since I met you,Hey Stephen
Taylor Swift,Fearless,4,38,Can't help it if there's no one else,Hey Stephen
Taylor Swift,Fearless,4,39,"Mmm, I can't help myself",Hey Stephen
Taylor Swift,Fearless,4,40,If you look like an angel,Hey Stephen
Taylor Swift,Fearless,4,41,Can't help it if I wanna kiss you in the rain so,Hey Stephen
Taylor Swift,Fearless,4,42,Come feel this magic I've been feeling since I met you,Hey Stephen
Taylor Swift,Fearless,4,43,Can't help it if there's no one else,Hey Stephen
Taylor Swift,Fearless,4,44,"Mmm, I can't help myself",Hey Stephen
Taylor Swift,Fearless,4,45,Myself,Hey Stephen
Taylor Swift,Fearless,4,46,Can't help myself,Hey Stephen
Taylor Swift,Fearless,4,47,I can't help myself,Hey Stephen
Taylor Swift,Fearless,5,1,"Say you're sorry, that face of an angel",White Horse
Taylor Swift,Fearless,5,2,Comes out just when you need it to,White Horse
Taylor Swift,Fearless,5,3,As I paced back and forth all this time,White Horse
Taylor Swift,Fearless,5,4,'Cause I honestly believed in you,White Horse
Taylor Swift,Fearless,5,5,"Holdin' on, the days drag on",White Horse
Taylor Swift,Fearless,5,6,"Stupid girl, I shoulda known, I shoulda known",White Horse
Taylor Swift,Fearless,5,7,"That I'm not a princess, this ain't a fairytale",White Horse
Taylor Swift,Fearless,5,8,"I'm not the one you'll sweep off her feet, lead her up the stairwell",White Horse
Taylor Swift,Fearless,5,9,"This ain't Hollywood, this is a small town",White Horse
Taylor Swift,Fearless,5,10,I was a dreamer before you went and let me down,White Horse
Taylor Swift,Fearless,5,11,Now it's too late for you and your white horse,White Horse
Taylor Swift,Fearless,5,12,To come around,White Horse
Taylor Swift,Fearless,5,13,"Maybe I was naive, got lost in your eyes",White Horse
Taylor Swift,Fearless,5,14,And never really had a chance,White Horse
Taylor Swift,Fearless,5,15,"My mistake, I didn't know to be in love",White Horse
Taylor Swift,Fearless,5,16,You had to fight to have the upper hand,White Horse
Taylor Swift,Fearless,5,17,I had so many dreams about you and me,White Horse
Taylor Swift,Fearless,5,18,"Happy endings, now I know",White Horse
Taylor Swift,Fearless,5,19,"That I'm not a princess, this ain't a fairytale",White Horse
Taylor Swift,Fearless,5,20,"I'm not the one you'll sweep off her feet, lead her up the stairwell",White Horse
Taylor Swift,Fearless,5,21,"This ain't Hollywood, this is a small town",White Horse
Taylor Swift,Fearless,5,22,I was a dreamer before you went and let me down,White Horse
Taylor Swift,Fearless,5,23,Now it's too late for you and your white horse,White Horse
Taylor Swift,Fearless,5,24,To come around,White Horse
Taylor Swift,Fearless,5,25,And there you are on your knees,White Horse
Taylor Swift,Fearless,5,26,"Beggin' for forgiveness, beggin' for me",White Horse
Taylor Swift,Fearless,5,27,Just like I always wanted,White Horse
Taylor Swift,Fearless,5,28,But I'm so sorry,White Horse
Taylor Swift,Fearless,5,29,"'Cause I'm not your princess, this ain't our fairytale",White Horse
Taylor Swift,Fearless,5,30,I'm gonna find someone someday,White Horse
Taylor Swift,Fearless,5,31,Who might actually treat me well,White Horse
Taylor Swift,Fearless,5,32,"This is a big world, that was a small town",White Horse
Taylor Swift,Fearless,5,33,There in my rear view mirror disappearing now,White Horse
Taylor Swift,Fearless,5,34,And it's too late for you and your white horse,White Horse
Taylor Swift,Fearless,5,35,Now it's too late for you and your white horse,White Horse
Taylor Swift,Fearless,5,36,To catch me now,White Horse
Taylor Swift,Fearless,5,37,"Oh, whoa, whoa, whoa",White Horse
Taylor Swift,Fearless,5,38,"Try and catch me now, oh",White Horse
Taylor Swift,Fearless,5,39,It's too late to catch me now,White Horse
Taylor Swift,Fearless,6,1,"You're on the phone with your girlfriend, she's upset",You Belong with Me
Taylor Swift,Fearless,6,2,She's going off about something that you said,You Belong with Me
Taylor Swift,Fearless,6,3,'Cause she doesn't get your humor like I do,You Belong with Me
Taylor Swift,Fearless,6,4,"I'm in my room, it's a typical Tuesday night",You Belong with Me
Taylor Swift,Fearless,6,5,I'm listening to the kind of music she doesn't like,You Belong with Me
Taylor Swift,Fearless,6,6,And she'll never know your story like I do,You Belong with Me
Taylor Swift,Fearless,6,7,"But she wears short skirts, I wear T-shirts",You Belong with Me
Taylor Swift,Fearless,6,8,She's Cheer Captain and I'm on the bleachers,You Belong with Me
Taylor Swift,Fearless,6,9,Dreaming about the day when you wake up and find,You Belong with Me
Taylor Swift,Fearless,6,10,That what you're looking for has been here the whole time,You Belong with Me
Taylor Swift,Fearless,6,11,If you could see that I'm the one who understands you,You Belong with Me
Taylor Swift,Fearless,6,12,"Been here all along, so why can't you see?",You Belong with Me
Taylor Swift,Fearless,6,13,"You belong with me, you belong with me",You Belong with Me
Taylor Swift,Fearless,6,14,Walking the streets with you and your worn-out jeans,You Belong with Me
Taylor Swift,Fearless,6,15,I can't help thinking this is how it ought to be,You Belong with Me
Taylor Swift,Fearless,6,16,"Laughing on a park bench, thinking to myself",You Belong with Me
Taylor Swift,Fearless,6,17,"Hey, isn't this easy?",You Belong with Me
Taylor Swift,Fearless,6,18,And you've got a smile that could light up this whole town,You Belong with Me
Taylor Swift,Fearless,6,19,I haven't seen it in a while since she brought you down,You Belong with Me
Taylor Swift,Fearless,6,20,"You say you're fine, I know you better than that",You Belong with Me
Taylor Swift,Fearless,6,21,"Hey, whatcha doing with a girl like that?",You Belong with Me
Taylor Swift,Fearless,6,22,"She wears high heels, I wear sneakers",You Belong with Me
Taylor Swift,Fearless,6,23,She's Cheer Captain and I'm on the bleachers,You Belong with Me
Taylor Swift,Fearless,6,24,Dreaming about the day when you wake up and find,You Belong with Me
Taylor Swift,Fearless,6,25,That what you're looking for has been here the whole time,You Belong with Me
Taylor Swift,Fearless,6,26,If you could see that I'm the one who understands you,You Belong with Me
Taylor Swift,Fearless,6,27,"Been here all along, so why can't you see?",You Belong with Me
Taylor Swift,Fearless,6,28,You belong with me,You Belong with Me
Taylor Swift,Fearless,6,29,Standing by and waiting at your back door,You Belong with Me
Taylor Swift,Fearless,6,30,"All this time how could you not know, baby?",You Belong with Me
Taylor Swift,Fearless,6,31,"You belong with me, you belong with me",You Belong with Me
Taylor Swift,Fearless,6,32,"Oh, I remember you driving to my house",You Belong with Me
Taylor Swift,Fearless,6,33,In the middle of the night,You Belong with Me
Taylor Swift,Fearless,6,34,I'm the one who makes you laugh,You Belong with Me
Taylor Swift,Fearless,6,35,When you know you're 'bout to cry,You Belong with Me
Taylor Swift,Fearless,6,36,And I know your favorite songs,You Belong with Me
Taylor Swift,Fearless,6,37,And you tell me 'bout your dreams,You Belong with Me
Taylor Swift,Fearless,6,38,Think I know where you belong,You Belong with Me
Taylor Swift,Fearless,6,39,Think I know it's with me,You Belong with Me
Taylor Swift,Fearless,6,40,Can't you see that I'm the one who understands you,You Belong with Me
Taylor Swift,Fearless,6,41,"Been here all along, so why can't you see?",You Belong with Me
Taylor Swift,Fearless,6,42,You belong with me,You Belong with Me
Taylor Swift,Fearless,6,43,Standing by and waiting at your back door,You Belong with Me
Taylor Swift,Fearless,6,44,"All this time how could you not know, baby?",You Belong with Me
Taylor Swift,Fearless,6,45,"You belong with me, you belong with me",You Belong with Me
Taylor Swift,Fearless,6,46,You belong with me,You Belong with Me
Taylor Swift,Fearless,6,47,Have you ever thought just maybe,You Belong with Me
Taylor Swift,Fearless,6,48,You belong with me?,You Belong with Me
Taylor Swift,Fearless,6,49,You belong with me,You Belong with Me
Taylor Swift,Fearless,7,1,I see your face in my mind as I drive away,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,2,'Cause none of us thought it was gonna end that way,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,3,People are people and sometimes we change our minds,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,4,But it's killing me to see you go after all this time,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,5,Music starts playing like the end of a sad movie,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,6,It's the kind of ending you don't really wanna see,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,7,'Cause it's tragedy and it'll only bring you down,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,8,Now I don't know what to be without you around,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,9,"And we know it's never simple, never easy",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,10,"Never a clean break, no one here to save me",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,11,You're the only thing I know like the back of my hand,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,12,"And I can't breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,13,"Breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,14,"Never wanted this, never wanna see you hurt",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,15,"Every little bump in the road, I tried to swerve",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,16,But people are people and sometimes it doesn't work out,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,17,Nothing we say is gonna save us from the fall out,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,18,"And we know it's never simple, never easy",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,19,"Never a clean break, no one here to save me",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,20,You're the only thing I know like the back of my hand,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,21,"And I can't breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,22,Breathe without you but I have to,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,23,"It's 2 A.M, feeling like I just lost a friend",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,24,"Hope you know it's not easy, easy for me",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,25,"It's 2 A.M, feeling like I just lost a friend",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,26,"Hope you know this ain't easy, easy for me",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,27,"And we know it's never simple, never easy",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,28,"Never a clean break, no one here to save me, oh-oh",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,29,"I can't breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,30,"Breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,31,"Breathe without you, but I have to",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,32,"I'm sorry, I'm sorry (Mmm)",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,33,"I'm sorry, (Yeah, yeah) I'm sorry",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,34,"I'm sorry, I'm sorry",Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,7,35,I'm sorry,Breathe (Ft. Colbie Caillat)
Taylor Swift,Fearless,8,1,"I took a chance, I took a shot",Tell Me Why
Taylor Swift,Fearless,8,2,"And you might think I'm bulletproof, but I'm not",Tell Me Why
Taylor Swift,Fearless,8,3,"You took a swing, I took it hard",Tell Me Why
Taylor Swift,Fearless,8,4,And down here from the ground I see who you are,Tell Me Why
Taylor Swift,Fearless,8,5,I'm sick and tired of your attitude,Tell Me Why
Taylor Swift,Fearless,8,6,I'm feeling like I don't know you,Tell Me Why
Taylor Swift,Fearless,8,7,"You tell me that you love me, then cut me down",Tell Me Why
Taylor Swift,Fearless,8,8,And I need you like a heartbeat,Tell Me Why
Taylor Swift,Fearless,8,9,But you know you got a mean streak,Tell Me Why
Taylor Swift,Fearless,8,10,That makes me run for cover when you're around,Tell Me Why
Taylor Swift,Fearless,8,11,And here's to you and your temper,Tell Me Why
Taylor Swift,Fearless,8,12,"Yes, I remember what you said last night",Tell Me Why
Taylor Swift,Fearless,8,13,"And I know, that you see, what you're doing to me",Tell Me Why
Taylor Swift,Fearless,8,14,Tell me why,Tell Me Why
Taylor Swift,Fearless,8,15,You could write a book on how to ruin someone's perfect day,Tell Me Why
Taylor Swift,Fearless,8,16,"Well, I get so confused and frustrated",Tell Me Why
Taylor Swift,Fearless,8,17,"Forget what I'm trying to say, oh",Tell Me Why
Taylor Swift,Fearless,8,18,I'm sick and tired of your reasons,Tell Me Why
Taylor Swift,Fearless,8,19,I got no one to believe in,Tell Me Why
Taylor Swift,Fearless,8,20,"You tell me that you want me, then push me around",Tell Me Why
Taylor Swift,Fearless,8,21,And I need you like a heartbeat,Tell Me Why
Taylor Swift,Fearless,8,22,But you know you got a mean streak,Tell Me Why
Taylor Swift,Fearless,8,23,That makes me run for cover when you're around,Tell Me Why
Taylor Swift,Fearless,8,24,Here's to you and your temper,Tell Me Why
Taylor Swift,Fearless,8,25,"Yes, I remember what you said last night",Tell Me Why
Taylor Swift,Fearless,8,26,"And I know, that you see, what you're doing to me",Tell Me Why
Taylor Swift,Fearless,8,27,Tell me why,Tell Me Why
Taylor Swift,Fearless,8,28,Why do you have to make me feel small,Tell Me Why
Taylor Swift,Fearless,8,29,So you can feel whole inside?,Tell Me Why
Taylor Swift,Fearless,8,30,Why do you have to put down my dreams,Tell Me Why
Taylor Swift,Fearless,8,31,So you're the only thing on my mind?,Tell Me Why
Taylor Swift,Fearless,8,32,I'm sick and tired of your attitude,Tell Me Why
Taylor Swift,Fearless,8,33,I'm feeling like I don't know you,Tell Me Why
Taylor Swift,Fearless,8,34,"You tell me that you want me, then cut me down",Tell Me Why
Taylor Swift,Fearless,8,35,I'm sick and tired of your reasons,Tell Me Why
Taylor Swift,Fearless,8,36,I've got no one to believe in,Tell Me Why
Taylor Swift,Fearless,8,37,"You ask me for my love, then you push me around",Tell Me Why
Taylor Swift,Fearless,8,38,Here's to you and your temper,Tell Me Why
Taylor Swift,Fearless,8,39,"Yes, I remember what you said last night",Tell Me Why
Taylor Swift,Fearless,8,40,And I know that you see what you're doing to me,Tell Me Why
Taylor Swift,Fearless,8,41,Tell me why (Why),Tell Me Why
Taylor Swift,Fearless,8,42,Tell me why (Why),Tell Me Why
Taylor Swift,Fearless,8,43,"I take a step back, let you go",Tell Me Why
Taylor Swift,Fearless,8,44,I told you I'm not bulletproof,Tell Me Why
Taylor Swift,Fearless,8,45,Now you know,Tell Me Why
Taylor Swift,Fearless,9,1,All this time I was wasting hoping you would come around,You're Not Sorry
Taylor Swift,Fearless,9,2,I've been giving out chances every time and all you do is let me down,You're Not Sorry
Taylor Swift,Fearless,9,3,"And it's taken me this long, baby, but I've figured you out",You're Not Sorry
Taylor Swift,Fearless,9,4,"And you're thinking we'll be fine again, but not this time around",You're Not Sorry
Taylor Swift,Fearless,9,5,You don't have to call anymore,You're Not Sorry
Taylor Swift,Fearless,9,6,I won't pick up the phone,You're Not Sorry
Taylor Swift,Fearless,9,7,This is the last straw,You're Not Sorry
Taylor Swift,Fearless,9,8,Don't wanna hurt anymore,You're Not Sorry
Taylor Swift,Fearless,9,9,And you can tell me that you're sorry,You're Not Sorry
Taylor Swift,Fearless,9,10,But I don't believe you baby like I did before,You're Not Sorry
Taylor Swift,Fearless,9,11,You're not sorry (No no no no),You're Not Sorry
Taylor Swift,Fearless,9,12,"You're looking so innocent, I might believe you if I didn't know",You're Not Sorry
Taylor Swift,Fearless,9,13,Could've loved you all my life if you hadn't left me waiting in the cold,You're Not Sorry
Taylor Swift,Fearless,9,14,And you've got your share of secrets,You're Not Sorry
Taylor Swift,Fearless,9,15,And I'm tired of being last to know,You're Not Sorry
Taylor Swift,Fearless,9,16,And now you're asking me to listen 'cause it's worked each time before,You're Not Sorry
Taylor Swift,Fearless,9,17,But you don't have to call anymore,You're Not Sorry
Taylor Swift,Fearless,9,18,I won't pick up the phone,You're Not Sorry
Taylor Swift,Fearless,9,19,This is the last straw,You're Not Sorry
Taylor Swift,Fearless,9,20,Don't wanna hurt anymore,You're Not Sorry
Taylor Swift,Fearless,9,21,And you can tell me that you're sorry,You're Not Sorry
Taylor Swift,Fearless,9,22,But I don't believe you baby like I did before,You're Not Sorry
Taylor Swift,Fearless,9,23,You're not sorry (No no no no),You're Not Sorry
Taylor Swift,Fearless,9,24,You're not sorry (No no no no),You're Not Sorry
Taylor Swift,Fearless,9,25,"You had me crawling for you, honey and it never would have gone away, no",You're Not Sorry
Taylor Swift,Fearless,9,26,"You used to shine so bright, but I watched all of it fade",You're Not Sorry
Taylor Swift,Fearless,9,27,So you don't have to call anymore,You're Not Sorry
Taylor Swift,Fearless,9,28,I won't pick up the phone,You're Not Sorry
Taylor Swift,Fearless,9,29,This is the last straw,You're Not Sorry
Taylor Swift,Fearless,9,30,There's nothing left to beg for,You're Not Sorry
Taylor Swift,Fearless,9,31,And you can tell me that you're sorry,You're Not Sorry
Taylor Swift,Fearless,9,32,But I don't believe you baby like I did before,You're Not Sorry
Taylor Swift,Fearless,9,33,You're not sorry (No no no no),You're Not Sorry
Taylor Swift,Fearless,9,34,You're not sorry (No no no no),You're Not Sorry
Taylor Swift,Fearless,9,35,"(No, no, no...)",You're Not Sorry
Taylor Swift,Fearless,10,1,He is sensible and so incredible,The Way I Loved You
Taylor Swift,Fearless,10,2,And all my single friends are jealous,The Way I Loved You
Taylor Swift,Fearless,10,3,He says everything I need to hear and it's like,The Way I Loved You
Taylor Swift,Fearless,10,4,I couldn't ask for anything better,The Way I Loved You
Taylor Swift,Fearless,10,5,He opens up my door and I get into his car,The Way I Loved You
Taylor Swift,Fearless,10,6,And he says you look beautiful tonight,The Way I Loved You
Taylor Swift,Fearless,10,7,And I feel perfectly fine,The Way I Loved You
Taylor Swift,Fearless,10,8,But I miss screaming and fighting and kissing in the rain,The Way I Loved You
Taylor Swift,Fearless,10,9,And it's 2AM and I'm cursing your name,The Way I Loved You
Taylor Swift,Fearless,10,10,You're so in love that you act insane,The Way I Loved You
Taylor Swift,Fearless,10,11,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,10,12,Breaking down and coming undone,The Way I Loved You
Taylor Swift,Fearless,10,13,It's a roller coaster kind of rush,The Way I Loved You
Taylor Swift,Fearless,10,14,And I never knew I could feel that much,The Way I Loved You
Taylor Swift,Fearless,10,15,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,10,16,He respects my space,The Way I Loved You
Taylor Swift,Fearless,10,17,And never makes me wait,The Way I Loved You
Taylor Swift,Fearless,10,18,And he calls exactly when he says he will,The Way I Loved You
Taylor Swift,Fearless,10,19,He's close to my mother,The Way I Loved You
Taylor Swift,Fearless,10,20,Talks business with my father,The Way I Loved You
Taylor Swift,Fearless,10,21,He's charming and endearing,The Way I Loved You
Taylor Swift,Fearless,10,22,And I'm comfortable,The Way I Loved You
Taylor Swift,Fearless,10,23,But I miss screaming and fighting and kissing in the rain,The Way I Loved You
Taylor Swift,Fearless,10,24,It's 2AM and I'm cursing your name,The Way I Loved You
Taylor Swift,Fearless,10,25,You're so in love that you acted insane,The Way I Loved You
Taylor Swift,Fearless,10,26,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,10,27,Breaking down and coming undone,The Way I Loved You
Taylor Swift,Fearless,10,28,It's a roller coaster kind of rush,The Way I Loved You
Taylor Swift,Fearless,10,29,And I never knew I could feel that much,The Way I Loved You
Taylor Swift,Fearless,10,30,And that's the way I loved you,The Way I Loved You
Taylor Swift,Fearless,10,31,He can't see the smile I'm faking,The Way I Loved You
